#,Segment,Company name,Audit status,HQ country,Market,Segment,Why wrist = must,Pain Score,Funding / revenue,Funding score,Website,E-com type,Last media mention = title + source link with anchor,Coverage score,Priority score,Notes / flags
97.0,Medical wearables,Geratherm Medical,Qualified,Germany,"Wrist blood pressure monitors, clinical thermometers, medical devices",Consumer medical devices + professional medical technology,Wrist BP monitors with standard inflatable cuffs for episodic measurement. Not a continuous wrist wearable.,2.0,PUBLIC (Frankfurt GME.DE). FY2024 revenue ~EUR 22M ($21.6M per PitchBook). 1H 2025 revenue EUR 8.0M. Small-cap micro company.,2.0,https://www.geratherm.com,B2B,"Geratherm Medical AG acquires 27.5% stake in oooxygen Health GmbH — Geratherm News — Jan 14, 2026 — https://www.geratherm.com/news",2.0,6.0,"FILTER PASS: Public company (Frankfurt GME.DE, Xetra). Very small public company (~EUR 22M revenue). Announced segment change from Scale to Open Market Basic Board in April 2026. Consumer products (thermometers, BP monitors) are largest division. Recently diversifying through acquisitions (oooxygen Health Jan 2026)."
98.0,Medical wearables,Citizen Systems Japan (Citizen Watch subsidiary),Qualified,Japan,"Global (Japan, Asia, worldwide via Citizen Watch distribution in 140+ countries)","Wrist BP monitors, thermometers, body composition monitors, healthcare devices",Traditional inflatable cuffs for arm and wrist BP monitors. Episodic measurement only.,2.0,"Subsidiary of Citizen Watch (TYO:7762, ~$2.5B annual revenue). CSJ individual revenue undisclosed but modest — healthcare is a small segment vs. watches/printers. No independent funding.",2.0,https://csj.citizen.co.jp/en,B2B,"Citizen Launches Two Entry Models of Arm and Wrist Blood Pressure Monitors with Bluetooth Functionality — Citizen Systems Japan PR — May 12, 2026 — https://csj.citizen.co.jp/en/news",1.0,5.0,FILTER VERIFIED: Subsidiary of public company (TSE:7762). Global sales via Citizen's 140-country network. Not on exclusion list. Healthcare is a minor segment for Citizen Watch (watches & printers dominate). Wrist BP devices are legacy products with minimal innovation investment. Low independent visibility.
99.0,Watches (luxury + smartwatch),Breitling,Qualified,Switzerland,Luxury,Luxury watch,Luxury chronographs with metal bracelets; wrong link count = discomfort/returns; some bracelet models have limited micro-adjustment,2.0,Valuation cut from ~$4.5B to ~$2.2B in 2026 (FT); est. global revenue ~$900M; online rev $37.8M in 2024 (https://ecommercedb.com/store/breitling.com; https://www.watchpro.com/billions-wiped-off-the-value-of-breitling/),3.0,https://www.breitling.com/,Direct e-com,"Billions Wiped Off The Value Of Breitling — Financial Times / WatchPro, Feb 2026 (https://www.watchpro.com/billions-wiped-off-the-value-of-breitling/)",3.0,8.0,"~308K monthly visits (explodingtopics.com); CVC write-down covered by FT.  Very large scale, PE-backed, major media coverage, bracelet-fit relevant"
100.0,Watches (luxury + smartwatch),Hublot,Qualified,Switzerland,Luxury,Luxury watch,Known for rubber/ceramic straps with deployant clasps; some King Power/bracelet models; strap-sizing affects comfort,2.0,LVMH Watches & Jewelry division €10.5B in 2025; Hublot is a key brand within this division (https://www.luxurytribune.com/en/lvmh-watches-babin-prepares-to-step-down-jean-arnault-as-natural-heir),3.0,https://www.hublot.com/,Multi-channel,"LVMH Watch Week 2025 coverage by GQ, Chrono24, NZZ (https://www.gq-magazin.de/artikel/lvmh-watch-week-2024-tag-heuer-hublot-zenith)",3.0,8.0,"Positioned as ""Art of Fusion"" with innovative materials. Major LVMH brand, strong media presence at LVMH Watch Week"
101.0,Watches (luxury + smartwatch),Louis Vuitton Watches,Qualified,France,Luxury,Luxury watch,Tambour and high-end complications; luxury bracelets/straps; clientele expects perfect fit out-of-box,2.0,LVMH Watches & Jewelry €10.5B in 2025; LV watchmaking growing with La Fabrique du Temps (https://www.luxurytribune.com/en/lvmh-watches-babin-prepares-to-step-down-jean-arnault-as-natural-heir),3.0,https://www.louisvuitton.com/,Direct e-com,"LVMH Watch Week 2026: watchmaking excellence showcased in Milan, January 2026 - https://www.lvmh.com/en/news-lvmh/lvmh-watch-week-2026-watchmaking-excellence-showcased-in-milan",3.0,8.0,LV investing heavily in haute horlogerie. Top-tier LVMH brand; major financial media coverage
102.0,Watches (luxury + smartwatch),A. Lange & Söhne,Qualified,Germany,Luxury,Luxury watch,Mostly alligator leather straps with deployant clasps; some bracelet models (Odysseus); German precision — fit matters for ultra-luxury,2.0,Richemont Specialist Watchmakers €3.28B in 2024; ALS is ultra-high-end German manufacture (https://www.statista.com/statistics/1377910/richemont-watchmakers-sales/),3.0,https://www.alange-soehne.com/,Varies,"A. Lange & Söhne at Watches and Wonders 2026: Introducing the Lange 1 Tourbillon Perpetual Calendar “Lumen” and Saxonia Annual Calendar 36mm, April 2026  - https://revolutionwatch.com/a-lange-sohne-at-watches-and-wonders-2026/",3.0,8.0,Odysseus bracelet model needs precise fit; most models are strap-based. Ultra-high-end German manufacture; Watches & Wonders coverage
103.0,Watches (luxury + smartwatch),Hermès Watches,Qualified,France,Luxury,Luxury watch,"H08, Arceau, Cape Cod — many on Hermès leather straps; some bracelet models; high-end fashion clientele expects perfect fit",2.0,Hermès total revenue €15.2B in 2024; watches line included in group results (https://finance.hermes.com/2024-full-year-results/),3.0,https://www.hermes.com/,Direct e-com,"First Look The New, Bolder and Sharper Hermès Cape Cod in Titanium, July 2026 - https://monochrome-watches.com/2026-hermes-cape-cod-titanium-automatic-review-price/",3.0,8.0,Hermès Time at Watches & Wonders Geneva annually. Public company with massive scale; premier media coverage of financial results
104.0,Watches (luxury + smartwatch),Gucci Timepieces,Qualified,Italy,Luxury,Luxury watch,"Fashion watches with bracelets and straps; Grip, G-Timeless collections; fashion-forward sizing matters for luxury e-com returns",2.0,Kering total revenue €17.2B in 2024; Gucci €7.7B in 2024; watches part of Gucci's accessories (https://www.kering.com/en/news/2024-annual-results/),3.0,https://www.gucci.com/,Direct e-com,"Kering Revenue Fell in 2024 Thanks to Declines at Gucci — The Fashion Law, 2025 (https://www.thefashionlaw.com/kering-revenue-fell-in-2024-thanks-to-declines-at-gucci-ysl/)",3.0,8.0,Gucci watches mostly fashion-oriented; e-com is important channel. Major Kering brand; extensive financial media coverage; fashion watch fit matters
105.0,Watches (luxury + smartwatch),Bulova,Qualified,USA (parent: Japan),Fashion,Accessible/fashion watch,Metal bracelet watches require link removal for sizing; leather straps need correct hole fit; online returns from wrong fit costing ~15-20% for watch e-comm,2.0,"Citizen Watch Co. revenue $2.13B (TTM), market cap $3.34B — https://companiesmarketcap.com/citizen-watch/revenue/",3.0,https://www.bulova.com/,D2C + retail partners,"Bulova Unveils Art Deco Pocket Watch For Its 150th Anniversary — Forbes, Mar 24, 2025 — https://www.forbes.com/sites/bhanuchopra/2025/03/24/bulova-unveils-art-deco-pocket-watch-for-its-150th-anniversary/",3.0,8.0,"FILTER PASS: Public parent Citizen Watch Co. ($2.13B), Forbes coverage, 150th anniversary generates media"
106.0,Watches (luxury + smartwatch),Movado,Qualified,USA (Swiss-made),Fashion,Accessible/fashion watch,Swiss-made watches with metal bracelets need precise sizing; Museum dial design requires correct wrist fit for aesthetic; D2C returns from wrong fit,2.0,Movado Group revenue $653.4M FY2025 — https://companiesmarketcap.com/movado/revenue/,3.0,https://www.movado.com/,D2C + retail partners,"Movado Group Inc. Announces Fourth Quarter and Fiscal Year 2025 Results — BusinessWire via Yahoo Finance, Apr 16, 2025 — https://finance.yahoo.com/news/movado-nyse-mov-reports-q3-120305759.html",3.0,8.0,"FILTER PASS: Public company NYSE:MOV, $653M revenue, covered by Yahoo Finance/Bloomberg/WSJ"
107.0,Watches (luxury + smartwatch),HUGO BOSS Watches,Qualified,Germany,Fashion,Accessible/fashion watch,Fashion watches; BOSS brand customers expect premium fit; metal bracelets need sizing; e-commerce returns from wrong fit,2.0,Watch operator Movado Group $653.4M FY2025; brand owner HUGO BOSS AG ~€4.3B ($4.7B) FY2024 — https://en.wikipedia.org/wiki/Hugo_Boss,3.0,https://www.hugoboss.com/,D2C + retail + dept stores,"HUGO BOSS broadly covered in financial media (WSJ, Bloomberg, FT); watch segment within Movado Group reporting",3.0,8.0,FILTER PASS: Licensed to public Movado Group; HUGO BOSS is €4.3B public company with major media presence
108.0,Watches (luxury + smartwatch),Tommy Hilfiger Watches,Qualified,USA,Fashion,Accessible/fashion watch,Fashion watches; Tommy Hilfiger brand broad appeal; metal and leather bands need sizing; D2C returns from wrong fit,2.0,Watch operator Movado Group $653.4M FY2025; brand owner PVH Corp. $8.65B FY2024 (Tommy Hilfiger ~$4.6-5B) — https://matrixbcg.com/blogs/how-it-works/pvh,3.0,https://www.tommy.com/,D2C + retail + dept stores,PVH/Tommy Hilfiger broadly covered in major financial media; watch segment via Movado Group,3.0,8.0,FILTER PASS: Licensed to public Movado Group; Tommy Hilfiger is $4.6B+ brand under PVH (public)
109.0,Watches (luxury + smartwatch),Emporio Armani Watches,Qualified,Italy (licensed to USA),Fashion,Accessible/fashion watch,Premium fashion watches; Italian design aesthetic demands perfect fit; metal bracelets need precise sizing; high-end positioning means returns are costly,2.0,Watch operator Fossil Group $1.14B FY2024 — https://companiesmarketcap.com/fossil-group/revenue/,3.0,https://www.armani.com/,D2C + retail + dept stores,"Emporio Armani broadly covered in fashion/luxury media; EA Connected smartwatch line covered in tech press (The Verge, TechCrunch)",3.0,8.0,FILTER PASS: Licensed to public Fossil Group; Emporio Armani is premium sub-brand with strong media coverage
110.0,Watches (luxury + smartwatch),Michael Kors Watches,Qualified,USA,Fashion,Accessible/fashion watch,Premium fashion watches; largest licensed watch brand for Fossil; metal bracelets need precise sizing; massive D2C and retail volume amplifies return costs,2.0,Watch operator Fossil Group $1.14B FY2024; brand owner Capri Holdings $3.47B FY2025 (Michael Kors ~68% = ~$2.36B) — https://www.capriholdings.com/news/news-details/2025/Capri-Holdings-Limited-Announces-Fourth-Quarter-and-Full-Year-Fiscal-2025-Results/default.aspx,3.0,https://www.michaelkors.com/,D2C + retail + dept stores,"Michael Kors extensively covered in financial/fashion media (WSJ, Bloomberg, Forbes, Vogue, WWD); watch license renewal with Fossil covered by Fox Business",3.0,8.0,FILTER PASS: Licensed to public Fossil Group; Michael Kors is $2.36B brand under public Capri Holdings
111.0,Watches (luxury + smartwatch),Versace Watches,Qualified,Italy (brand) / Switzerland (watch licensee),Luxury,Luxury,"Luxury fashion watches sold D2C; bracelet sizing and fit critical for online conversion; integrated bracelet designs (Tolomeo, Greca) require precision sizing",2.0,"Prada Group (HKEX:1913), public, $6.71B revenue (2025). Source: https://companiesmarketcap.com/prada/revenue/",3.0,https://www.versace.com/,Full D2C — watches listed with Add to Bag on versace.com,"Versace Fall/Winter 2025 Watch Collection — WatchPro, Jan 2026. https://www.watchpro.com/tag/versace/",3.0,8.0,Brand owned by Prada Group (public HKEX:1913 since 2011). Watch license operated by Timex Group (private). D2C via versace.com. Versace acquired by Prada from Capri Holdings Apr 2025.
112.0,Watches (luxury + smartwatch),Ferragamo Watches,Qualified,Italy (brand) / Switzerland (watch licensee),Luxury,Luxury,Fashion watches with integrated bracelets and metal bands; F-80 line has non-adjustable integrated lugs; online sales require accurate wrist sizing to reduce returns,2.0,"Salvatore Ferragamo S.p.A. (BIT:SFER), public, €977M revenue (2025). Source: https://group.ferragamo.com/resource/blob/1130322/d04225d69b6c1fa48fda96e286244079/2025-10-23-press-release-9m-2025-data.pdf",3.0,https://www.ferragamo.com/,"Full D2C — watches with Add to Cart on ferragamo.com, free shipping","Ferragamo confirms full-year revenue decline — WorldFootwear, Mar 2026. https://www.worldfootwear.com/news/ferragamo-confirms-fullyear-revenue-decline-and-discloses-lower-profits/11337.html",3.0,8.0,Brand owner Salvatore Ferragamo S.p.A. is public (BIT:SFER). Watches sold D2C on ferragamo.com. Watch manufacturing licensed to Timex Group (private).
113.0,Watches (luxury + smartwatch),Frederique Constant,Qualified,Switzerland,Luxury,Hybrid smartwatch,Hybrid smartwatch with traditional Swiss watch case + basic smart sensors; leather/metal strap needs correct sizing; luxury positioning means returns costly,2.0,Citizen Watch Co. watches division ¥197B (CHF 1B) FY2026 — parent of FC — https://www.watchpro.com/citizen-becomes-chf-1-billion-watchmaker/,3.0,https://frederiqueconstant.com/,DTC + Retail,"Frederique Constant debuts smaller Worldtimer Manufacture — Yahoo Lifestyle, 2025 — https://www.yahoo.com/lifestyle/frederique-constant-debuts-smaller-worldtimer-113014324.html",2.0,7.0,"FILTER PASS: public parent, hybrid smartwatch niche, watch trade press coverage"
114.0,Watches (luxury + smartwatch),Citizen,Qualified,Japan,Fashion,Accessible/fashion watch,CZ Smart hybrid/Wear OS line with HR sensors requires skin contact; traditional watch lines mostly adjustable straps; hybrid positioning,2.0,"Citizen watches division ¥197B (CHF 1B) FY2026, +10% YoY — https://www.watchpro.com/citizen-becomes-chf-1-billion-watchmaker/",3.0,https://www.citizenwatch.com/,DTC + Retail + Marketplace,"Citizen becomes CHF 1 billion watchmaker as group sales climb 10% — WatchPro, May 2026 — https://www.watchpro.com/citizen-becomes-chf-1-billion-watchmaker/",2.0,7.0,"FILTER PASS: public company, billion-dollar watch group, trade press coverage"
